Months_as_a_Customer	Number_of_Products	RFM_Score	Average_Balance_Feed_Index	Number_of_Transactions	Personal_Debt_to_Equity_Ratio	Months_Current_Account	Number_of_Loan_Accounts	Customer_ID	Has_Bad_Payment_Record	Members_Within_Household	Number_of_Call_Center_Contacts	Weeks_Since_Last_Offer	Accepted_Personal_Loan	Accepted_Retention	Accepted_Home_Equity_Loan	Accepted_Credit_Card	Annual_value	Interested_in_Personal_Loan	Interested_in_Retention	Interested_in_Home_Equity_Loan	Interested_in_Credit_Card
12	0	0	0	0	26	9	1	61564	0	2	11	39	F	F	F	F	100	F	T	F	F
0	0	0	0	0	31	-6	1	61516	0	4	0	9	F	F	F	F	100	F	F	F	F
0	7	0	0	0	46	-4	1	61584	0	3	11	24	F	F	F	F	310	F	F	F	F
12	0	0	0	0	35	9	1	61667	0	6	0	51	F	F	F	F	100	F	F	F	F
0	1	0	0	0	51	-1	3	61674	0	7	10	33	F	F	F	F	330	F	T	F	T
24	0	0	0	0	52	12	0	61692	0	7	9	40	F	F	F	F	0	F	F	F	F
24	0	0	0	0	64	14	2	61823	0	6	9	17	F	F	F	F	200	F	F	T	F
0	0	0	0	0	28	-5	0	61898	0	6	9	24	F	F	F	F	0	F	F	F	F
24	0	0	0	0	55	22	1	61925	0	3	9	51	F	F	F	F	100	F	F	F	F
36	0	0	0	0	37	34	0	62039	0	1	9	9	F	F	F	F	0	F	F	F	F
36	0	0	0	0	23	27	1	62232	0	2	10	18	F	F	F	F	100	F	F	F	T
36	0	0	0	0	71	23	1	62257	0	4	9	7	F	F	F	F	100	F	F	F	F
24	0	0	0	0	38	17	1	62059	0	3	11	28	F	F	F	F	100	F	T	F	F
0	1	0	0	0	24	-3	2	62266	0	4	11	10	F	F	F	F	230	F	F	F	F
0	3	0	0	0	37	-1	0	62425	0	2	7	33	F	F	F	F	90	F	F	T	F
36	0	0	0	0	30	25	0	62211	0	6	9	48	F	T	F	F	0	F	F	F	F
48	0	0	0	0	40	37	0	62387	0	3	7	30	F	F	F	F	0	F	F	F	F
0	0	0	0	0	25	-6	2	62485	0	4	8	2	F	F	T	T	200	F	F	F	F
48	0	0	0	0	41	38	0	62707	0	6	8	39	F	F	F	F	0	F	F	F	F
36	0	0	0	0	36	25	1	62720	0	4	9	10	F	F	T	F	100	F	F	F	F
12	0	0	0	0	28	9	1	62803	0	4	11	47	F	F	F	T	100	F	F	F	F
0	1	0	0	0	56	-3	3	62778	0	6	10	38	F	F	F	F	330	F	F	F	F
24	0	0	0	0	36	19	1	62795	0	4	8	17	T	T	F	F	100	F	F	F	F
12	8	12	58	5	39	10	0	62914	0	6	0	14	F	F	F	F	240	F	F	F	F
0	0	0	0	0	33	-1	0	49929	0	1	8	9	F	F	F	F	0	F	F	F	T
0	0	0	0	0	36	-5	1	50083	0	2	8	35	F	F	F	F	100	F	F	F	F
24	0	0	0	0	51	17	0	50147	0	7	11	22	F	F	T	F	0	F	F	F	F
36	0	0	0	0	17	29	1	50188	0	4	10	22	T	F	F	F	100	F	F	F	F
36	0	0	0	0	36	31	1	50197	0	6	9	8	F	F	F	F	100	F	F	F	F
24	0	0	0	0	38	15	0	50240	0	1	11	10	F	F	F	F	0	F	F	F	F
12	0	0	0	0	35	5	0	50265	0	3	10	49	F	F	F	F	0	F	F	F	F
48	0	0	0	0	33	39	1	50347	0	1	10	43	F	T	F	F	100	F	F	F	F
0	0	0	0	0	50	-4	0	50576	0	3	10	33	F	F	F	F	0	T	F	F	F
0	0	0	0	0	21	-4	0	50651	0	5	10	15	F	T	F	F	0	F	F	F	F
36	0	0	0	0	32	23	2	50765	0	4	7	9	F	F	F	F	200	T	F	T	F
24	4	12	126	3	46	15	2	50776	0	5	7	7	F	F	F	F	320	F	F	F	F
36	2	8	299	1	53	34	1	50835	0	3	10	45	F	F	T	F	160	F	F	F	F
36	4	9	269	1	22	28	0	51033	0	3	0	13	F	T	F	F	120	F	F	F	T
24	0	0	0	0	20	18	2	51094	0	2	0	30	F	F	T	T	200	F	T	F	F
24	0	0	0	0	50	11	0	51101	0	5	0	33	F	F	F	F	0	F	F	F	F
24	2	8	249	1	36	13	0	51185	0	1	11	4	T	F	F	F	60	F	F	F	F
0	0	0	0	0	41	-7	0	51244	0	3	11	20	F	F	F	F	0	F	F	F	F
48	0	0	0	0	24	38	2	51258	0	6	0	35	F	F	F	F	200	F	F	F	F
36	0	0	0	0	45	24	5	51492	0	2	0	26	T	F	F	F	500	F	F	F	F
36	0	0	0	0	41	29	0	62766	0	1	0	34	F	F	F	F	0	F	F	F	T
0	0	0	0	0	58	-6	0	53542	0	7	9	46	F	F	F	F	0	F	F	T	F
12	3	11	338	2	15	8	1	53701	0	2	10	25	T	F	F	T	190	F	F	F	F
24	10	17	425	10	39	19	2	53840	0	5	11	21	T	T	F	F	500	T	F	F	F
0	0	0	0	0	30	-1	1	53810	0	5	9	11	F	F	T	F	100	F	F	F	F
36	0	0	0	0	34	34	1	53878	0	5	7	43	F	F	F	F	100	F	F	F	F
24	0	0	0	0	44	23	1	53927	0	2	0	42	F	F	F	T	100	F	F	F	F
48	1	8	299	1	45	38	2	53962	0	1	7	32	F	F	F	F	230	F	F	F	F
12	4	7	69	1	53	0	1	54108	0	2	11	17	F	T	F	F	220	F	F	F	F
24	0	0	0	0	24	12	0	54238	0	5	11	8	F	F	F	F	0	F	F	T	F
12	2	9	49	1	44	10	0	54240	0	3	10	12	F	T	F	F	60	F	F	F	F
24	0	0	0	0	45	19	1	54371	0	2	11	42	F	F	F	F	100	F	T	F	T
24	3	13	50	1	41	16	1	54421	0	4	10	17	F	F	F	F	190	F	F	F	F
36	0	0	0	0	47	23	0	54460	0	6	8	23	F	F	F	T	0	F	F	F	F
36	21	8	449	1	42	30	3	54554	0	6	11	3	F	F	F	F	930	F	F	F	F
48	2	9	178	2	50	38	2	54572	0	2	11	31	F	F	F	T	260	F	F	F	F
24	43	29	356	22	57	23	0	54363	0	3	9	51	F	F	F	F	1290	F	T	F	F
36	26	33	204	26	34	25	0	54544	0	1	11	18	F	F	F	F	780	F	F	F	F
24	2	9	69	1	34	16	0	54587	0	5	0	33	F	F	F	F	60	F	F	F	F
24	0	0	0	0	60	14	3	54671	0	2	9	52	F	F	F	F	300	F	F	F	T
48	0	0	0	0	34	36	2	54597	0	1	0	30	T	F	F	F	200	F	F	F	F
24	24	31	475	24	54	14	1	54633	0	2	9	38	F	F	F	F	820	F	T	F	F
36	0	0	0	0	34	27	1	54896	0	5	11	19	F	T	T	F	100	F	F	F	F
12	0	0	0	0	27	7	0	54996	0	3	8	1	F	F	F	F	0	F	F	F	F
12	4	8	129	1	45	8	0	55003	0	2	8	29	F	F	F	F	120	F	F	T	F
12	1	8	69	1	68	9	1	55022	0	6	10	39	T	F	F	F	130	F	F	F	F
36	0	0	0	0	24	27	4	54797	0	3	10	30	F	F	F	F	400	F	F	F	F
12	3	8	20	1	45	6	1	55178	0	6	5	45	F	F	T	F	190	F	F	F	F
12	4	8	129	1	42	8	0	55260	0	6	10	50	F	F	F	F	120	F	F	F	F
24	4	10	99	3	36	11	4	55285	0	5	9	4	F	T	F	F	520	F	F	F	F
0	0	0	0	0	28	-5	2	55109	0	2	6	34	F	F	F	F	200	F	F	F	T
24	16	16	495	9	40	17	0	55258	0	1	11	12	F	F	F	F	480	F	F	F	F
48	0	0	0	0	15	41	1	55116	0	1	11	48	F	T	F	F	100	F	F	F	F
24	1	11	249	1	15	13	1	55134	0	5	9	26	F	T	F	F	130	F	F	T	F
24	0	0	0	0	46	13	1	55183	0	7	9	8	F	F	F	F	100	F	F	F	F
0	1	0	0	0	31	-3	3	55437	0	6	9	44	F	F	F	F	330	F	F	F	F
48	0	0	0	0	24	38	1	55530	0	1	11	27	T	F	T	F	100	F	F	F	F
36	0	0	0	0	34	27	0	55283	0	6	8	43	F	F	F	F	0	F	F	F	F
12	3	10	133	2	37	10	1	44567	0	3	8	36	F	F	F	F	190	F	F	F	F
12	0	0	0	0	40	10	0	44617	0	4	0	45	F	F	F	F	0	F	F	F	F
24	0	0	0	0	39	23	1	44649	0	3	10	48	F	F	F	F	100	F	F	F	F
24	0	0	0	0	15	22	1	44760	0	5	11	26	F	F	F	F	100	F	F	F	F
0	3	0	0	0	31	-5	3	44858	0	5	10	44	T	F	F	F	390	F	F	F	F
36	5	12	115	3	24	35	2	45060	0	3	9	37	F	F	F	T	350	F	F	F	F
0	0	0	0	0	54	-6	1	45258	0	5	8	29	F	F	F	F	100	F	F	F	F
48	0	0	0	0	28	38	1	45317	0	2	11	12	F	F	F	F	100	F	F	F	F
24	0	0	0	0	25	16	1	45344	0	1	9	30	F	F	T	F	100	F	F	F	T
0	0	0	0	0	26	-6	1	45551	0	2	9	2	F	F	F	F	100	F	F	F	F
36	9	14	588	7	23	26	2	45653	0	6	11	51	F	F	F	F	470	F	F	F	F
24	0	0	0	0	51	14	3	45662	0	3	0	3	F	T	F	F	300	F	F	F	F
12	4	12	184	2	30	8	1	45828	0	4	0	46	T	F	F	F	220	F	F	F	F
24	0	0	0	0	37	21	0	45835	0	3	9	36	F	F	T	F	0	F	F	F	F
36	0	0	0	0	42	27	0	45887	0	5	11	20	F	F	T	F	0	F	F	F	F
36	4	10	347	3	51	30	1	66370	0	7	0	30	F	F	F	F	220	T	T	T	F
36	3	9	219	2	58	32	0	66363	0	2	8	20	F	F	F	F	90	F	F	F	F
12	4	11	94	1	33	5	0	66599	0	6	7	33	T	F	F	F	120	T	F	F	F
0	2	0	0	0	38	-4	0	66638	0	5	11	39	F	F	F	F	60	F	F	F	T
24	0	0	0	0	31	17	0	66657	0	1	9	9	F	F	F	F	0	F	F	F	F
24	3	14	69	2	34	13	0	66738	0	3	9	38	F	F	F	F	90	T	F	F	F
12	0	0	0	0	58	6	1	66898	0	3	10	44	F	F	F	F	100	F	F	F	T
36	0	0	0	0	41	33	0	66867	0	4	10	29	F	F	F	F	0	F	F	F	F
24	0	0	0	0	54	16	0	67037	0	5	8	21	F	T	F	F	0	F	F	F	F
36	39	26	607	19	50	25	3	66857	0	5	9	27	F	F	T	F	1470	F	F	F	F
36	0	0	0	0	24	26	1	67025	0	3	9	29	F	F	T	F	100	F	F	F	F
36	0	0	0	0	32	27	2	67176	0	3	11	35	F	F	F	F	200	F	F	F	F
24	0	0	0	0	24	15	1	67058	0	1	11	11	F	F	F	F	100	F	F	F	F
48	0	0	0	0	41	38	1	67158	0	1	0	29	F	F	F	F	100	F	F	F	F
36	0	0	0	0	35	24	3	67478	0	4	11	35	F	F	F	F	300	F	F	F	F
24	2	8	59	1	36	23	0	67530	0	1	9	42	F	F	T	F	60	F	F	F	F
24	0	0	0	0	31	12	1	67481	0	4	10	38	T	F	F	F	100	F	F	F	F
48	2	10	175	2	32	36	0	67555	0	2	10	30	T	F	F	F	60	F	F	F	F
36	3	14	212	2	31	29	3	67571	0	3	11	25	F	F	T	F	390	F	F	F	F
36	28	33	909	26	38	31	0	67637	0	3	11	41	F	F	F	F	840	F	F	F	T
24	5	12	244	3	19	18	1	67543	0	6	10	14	F	T	F	F	250	F	T	F	F
24	0	0	0	0	45	16	0	67699	0	2	5	39	F	F	F	F	0	F	F	F	F
12	4	9	199	1	51	10	0	67939	0	4	11	31	F	F	F	T	120	F	T	F	F
48	0	0	0	0	42	38	1	67857	0	3	11	41	F	F	T	F	100	F	F	T	F
0	0	0	0	0	23	-6	0	68119	0	1	0	40	F	F	F	F	0	F	F	T	F
12	0	0	0	0	36	10	7	68091	0	2	9	1	F	F	F	F	700	F	F	F	F
36	0	0	0	0	28	31	0	68094	0	6	9	2	F	F	F	T	0	F	F	F	F
12	3	9	39	1	36	9	0	41105	0	1	10	27	T	F	F	T	90	F	F	F	F
12	4	11	807	3	47	10	1	41175	0	3	0	13	F	F	F	F	220	F	F	F	F
24	18	25	472	18	27	14	0	41355	0	2	11	39	F	F	F	F	540	F	F	F	F
24	0	0	0	0	43	20	0	41716	0	1	9	46	F	F	F	F	0	F	F	F	F
36	0	0	0	0	67	33	2	41900	0	7	0	32	F	T	F	F	200	F	F	F	F
0	1	0	0	0	18	-1	1	41941	0	1	9	8	F	F	F	F	130	F	F	T	F
12	4	12	89	1	46	8	0	42086	0	2	11	20	F	F	F	F	120	F	F	F	F
36	0	0	0	0	23	35	1	42161	0	4	10	38	T	F	F	F	100	F	F	F	T
48	0	0	0	0	55	35	0	42177	0	7	0	15	F	F	F	F	0	F	F	F	F
36	0	0	0	0	24	27	1	42193	0	3	8	46	F	F	F	F	100	F	F	F	F
12	0	0	0	0	39	-1	1	42286	0	1	0	39	F	T	F	F	100	F	F	F	F
12	0	0	0	0	36	7	1	42336	0	5	8	37	F	F	F	F	100	F	F	T	F
48	2	9	109	1	25	36	0	53148	0	1	10	20	F	T	F	F	60	F	F	F	F
24	4	9	117	3	39	20	0	53221	0	6	8	9	F	T	F	F	120	F	F	F	F
24	0	0	0	0	42	20	0	53432	0	4	10	49	F	F	F	F	0	F	F	F	F
12	4	13	238	2	18	10	6	68144	0	5	9	48	F	F	F	F	720	F	F	F	F
24	0	0	0	0	31	21	1	63114	0	4	9	16	F	F	F	F	100	F	F	F	F
24	3	7	129	1	35	11	0	63214	0	4	10	30	F	T	F	F	90	F	F	F	T
12	0	0	0	0	20	5	0	63041	0	1	0	46	F	F	F	F	0	F	F	F	F
24	0	0	0	0	49	14	0	63362	0	7	10	41	T	F	F	F	0	F	F	F	F
24	0	0	0	0	47	17	0	63378	0	5	10	2	F	F	F	T	0	F	F	F	F
24	0	0	0	0	73	17	0	63318	0	7	11	34	F	F	F	T	0	F	F	F	T
0	0	0	0	0	33	-5	2	63334	0	1	10	37	F	F	F	F	200	F	F	F	F
48	3	9	99	2	53	36	3	63343	0	6	11	12	F	F	F	F	390	F	F	F	F
36	0	0	0	0	57	34	1	63361	0	4	6	38	F	F	F	F	100	F	F	F	F
36	0	0	0	0	34	24	0	63548	0	1	11	49	F	F	F	F	0	F	F	F	F
24	0	0	0	0	24	13	1	63581	0	4	9	15	F	F	F	F	100	F	F	F	F
12	0	0	0	0	57	6	0	63697	0	5	8	20	F	F	F	F	0	F	F	F	T
12	0	0	0	0	57	9	1	63484	0	3	11	21	F	F	F	F	100	F	F	F	F
24	0	0	0	0	42	11	0	63543	0	1	9	33	F	F	F	T	0	F	F	F	F
48	1	8	129	1	42	37	0	69144	0	2	9	42	F	F	F	F	30	F	F	F	F
12	0	0	0	0	32	10	0	69196	1	4	10	20	F	F	F	F	0	F	T	F	F
24	0	0	0	0	52	11	0	63625	0	7	9	22	F	F	F	F	0	F	F	F	F
24	5	11	254	3	30	15	0	69346	0	5	10	48	F	F	F	T	150	F	F	F	F
36	0	0	0	0	33	28	1	69445	0	1	0	6	F	F	F	F	100	F	F	F	T
48	0	0	0	0	57	38	1	69234	0	6	10	7	F	F	F	F	100	F	F	F	F
36	5	12	178	3	45	33	1	69502	0	5	9	13	F	T	F	F	250	F	F	F	F
36	2	9	219	1	35	33	0	69541	0	4	0	46	F	F	F	F	60	F	F	F	F
36	25	19	470	12	46	33	0	69577	0	2	11	39	F	T	F	F	750	F	F	F	F
48	1	8	89	1	22	38	1	70149	0	1	7	33	F	F	F	T	130	F	T	F	F
0	0	0	0	0	46	-6	0	69900	0	4	9	33	F	T	F	F	0	F	F	T	F
12	43	26	435	19	30	10	0	69918	0	2	10	12	F	F	F	T	1290	F	T	F	F
36	0	0	0	0	41	25	1	70045	0	6	9	44	F	F	F	T	100	F	F	F	F
24	0	0	0	0	50	17	0	46480	0	7	11	17	F	T	T	F	0	F	F	F	F
36	3	9	104	2	62	23	1	46530	0	3	0	31	F	F	F	F	190	F	F	F	F
24	1	10	119	1	28	19	1	46723	0	6	11	25	F	F	F	F	130	F	F	F	T
24	0	0	0	0	31	15	2	46737	0	1	10	28	F	F	F	F	200	F	F	T	F
36	0	0	0	0	42	25	1	46989	0	4	5	43	F	F	F	F	100	F	F	F	F
36	0	0	0	0	70	23	1	47030	0	5	10	42	F	F	F	F	100	F	F	F	F
0	0	0	0	0	30	-5	1	47248	0	4	0	52	F	F	F	F	100	F	F	F	F
0	0	0	0	0	32	-5	1	47625	0	2	11	2	F	F	F	F	100	F	F	T	F
0	0	0	0	0	40	-4	3	47684	0	3	0	25	F	F	T	F	300	F	F	F	T
36	1	10	10	1	53	34	0	58512	0	2	0	23	F	F	F	F	30	F	F	F	F
24	2	8	124	1	27	13	2	58544	0	6	11	51	F	F	F	F	260	F	F	F	F
0	0	0	0	0	53	-5	1	58787	0	2	10	8	T	F	T	T	100	F	F	F	F
0	0	0	0	0	25	-6	0	58803	0	2	10	7	F	F	F	F	0	F	F	F	F
48	6	11	300	3	39	35	0	58921	0	6	9	36	F	F	F	F	180	F	F	F	F
36	0	0	0	0	40	34	3	58937	0	6	10	2	F	F	T	F	300	F	F	F	F
12	3	9	238	2	37	7	1	68153	0	2	9	38	F	F	F	T	190	F	F	F	F
24	4	11	106	3	61	13	2	70233	0	7	6	43	F	T	F	T	320	F	F	F	T
12	3	8	89	2	43	10	0	55927	0	6	10	39	F	F	T	F	90	F	F	F	F
36	0	0	0	0	51	27	2	55701	0	5	0	9	F	T	F	F	200	F	F	F	F
36	0	0	0	0	43	26	3	55882	0	1	10	16	F	F	F	F	300	F	T	T	T
12	0	0	0	0	70	10	2	55986	0	4	10	7	F	F	F	F	200	F	F	F	F
36	0	0	0	0	30	26	0	56069	0	1	10	49	F	F	T	F	0	F	F	F	F
12	0	0	0	0	26	0	0	56098	0	3	9	37	T	F	F	F	0	F	F	F	F
12	4	9	133	2	37	10	0	56393	0	6	6	31	F	T	F	F	120	F	F	F	T
0	1	0	0	0	35	-2	0	56219	0	2	10	46	F	F	T	F	30	F	F	T	F
0	0	0	0	0	28	-6	0	56270	0	5	8	20	F	F	F	F	0	F	F	F	T
24	4	9	156	2	33	20	0	56389	0	5	7	17	F	T	T	F	120	F	F	T	F
36	0	0	0	0	27	31	7	56509	0	3	0	5	F	F	F	F	700	F	F	F	F
12	5	11	199	3	14	5	1	56546	0	6	9	23	F	F	F	F	250	F	T	T	F
48	0	0	0	0	35	39	0	56561	0	5	11	24	F	F	F	F	0	T	F	T	F
12	0	0	0	0	30	6	1	56436	0	6	10	18	T	F	F	F	100	F	F	T	F
24	4	11	329	1	16	11	0	56779	0	1	8	36	F	F	F	F	120	F	F	F	F
36	4	12	66	3	43	23	0	56895	0	1	10	1	F	F	F	F	120	F	F	F	F
36	0	0	0	0	36	28	0	56719	0	1	10	44	F	F	F	F	0	F	F	F	F
0	2	0	0	0	50	-2	4	56891	0	7	9	8	F	F	F	F	460	F	F	F	F
24	3	9	170	1	32	21	4	57046	0	6	10	26	F	F	F	F	490	F	F	F	F
0	0	0	0	0	40	-6	1	57147	0	5	9	9	F	F	F	F	100	F	F	F	F
24	4	10	305	3	26	15	1	57071	0	4	8	31	F	F	F	F	220	F	F	T	F
36	0	0	0	0	24	23	0	57086	0	6	6	45	F	F	T	F	0	F	F	F	T
36	2	10	49	1	40	26	0	57177	0	2	8	49	F	F	F	F	60	F	F	F	F
12	2	10	120	1	33	10	2	57200	0	5	11	6	F	F	T	F	260	F	F	F	F
24	3	12	119	1	51	18	2	57315	0	6	8	7	F	F	F	F	290	F	T	F	F
36	0	0	0	0	28	27	4	57103	0	6	7	52	F	F	F	F	400	F	F	F	F
12	0	0	0	0	35	9	0	59057	0	5	9	4	F	T	F	F	0	F	F	F	F
36	5	11	86	2	40	26	0	59525	0	2	0	20	F	T	F	F	150	F	F	T	F
24	0	0	0	0	55	23	0	59916	0	4	10	30	F	F	T	T	0	F	F	F	F
36	0	0	0	0	55	32	0	60066	0	3	9	46	F	F	F	F	0	F	F	F	F
12	0	0	0	0	46	5	0	60520	0	3	10	40	F	F	F	F	0	T	F	T	F
24	0	0	0	0	39	15	1	60745	0	4	10	16	F	T	F	F	100	F	F	F	F
0	0	0	0	0	36	-2	0	57571	0	3	10	7	F	F	F	F	0	F	F	F	F
24	0	0	0	0	38	11	1	57590	0	3	8	28	F	T	F	F	100	T	F	F	T
48	0	0	0	0	31	39	0	68351	0	1	0	44	F	F	F	F	0	F	F	F	F
24	4	11	119	1	51	22	0	57502	0	6	9	52	F	F	F	F	120	F	T	F	F
12	2	0	0	0	47	0	5	68543	0	5	0	3	F	F	F	F	560	T	F	F	T
24	1	9	219	1	20	19	0	68678	0	1	6	2	F	T	F	F	30	F	F	T	F
36	0	0	0	0	65	29	0	68897	0	5	8	29	T	F	F	F	0	F	T	F	F
0	0	0	0	0	70	-3	0	68910	0	4	10	49	F	F	F	F	0	F	F	F	F
0	0	0	0	0	65	-6	1	68886	0	3	9	14	F	F	F	F	100	F	F	T	F
0	0	0	0	0	48	-2	1	68859	0	5	10	1	F	F	F	F	100	F	T	F	F
12	2	13	299	1	67	6	2	68875	0	4	10	48	F	F	F	F	260	F	F	F	F
0	0	0	0	0	34	-5	1	68982	0	2	0	37	F	F	F	F	100	F	F	F	F
48	0	0	0	0	37	38	1	69007	0	1	6	8	F	F	F	F	100	F	F	F	F
24	0	0	0	0	31	21	1	68928	0	6	11	36	F	F	F	T	100	F	F	F	F
36	0	0	0	0	45	30	1	79803	0	1	10	7	F	F	T	F	100	F	F	T	F
24	0	0	0	0	46	22	1	79864	0	2	10	41	T	F	F	F	100	T	T	F	T
24	0	0	0	0	40	18	0	79889	0	3	10	7	T	F	F	F	0	F	T	F	F
48	1	9	170	1	24	38	0	79807	0	4	11	17	F	F	F	F	30	F	F	F	T
48	0	0	0	0	30	37	0	79975	0	2	6	31	F	F	F	T	0	F	F	T	F
0	0	0	0	0	34	-1	0	80166	0	3	8	15	F	F	F	T	0	F	F	F	F
24	0	0	0	0	46	12	1	80028	0	2	10	4	T	F	F	F	100	F	F	F	F
36	2	13	149	2	38	25	1	80105	0	6	8	19	F	F	F	F	160	F	F	F	F
36	0	0	0	0	37	30	2	80148	0	6	7	6	T	F	F	F	200	F	T	F	F
0	1	0	0	0	30	-1	5	80198	0	2	11	37	F	F	F	F	530	F	F	F	F
36	2	10	199	1	31	32	2	80205	0	2	9	14	T	T	F	F	260	F	F	F	F
24	2	11	94	1	35	16	1	80550	0	6	10	47	F	F	F	F	160	F	F	F	F
12	0	0	0	0	36	7	3	80392	0	6	11	38	F	F	F	F	300	F	F	F	F
36	4	12	269	1	83	33	3	80473	0	5	0	43	F	F	F	T	420	F	F	F	F
36	4	8	129	1	48	33	0	80630	0	6	9	17	F	F	F	F	120	F	T	F	F
12	0	0	0	0	41	6	0	80561	0	5	11	11	F	F	F	F	0	F	T	F	F
24	5	9	294	3	38	17	1	80723	0	5	8	39	T	F	F	F	250	F	F	F	F
12	3	10	312	3	51	9	1	51921	0	7	10	52	T	F	F	F	190	F	F	F	F
24	0	0	0	0	35	14	0	51969	0	6	9	29	F	F	F	F	0	F	F	F	F
36	1	10	109	1	41	23	2	52044	0	5	10	35	F	F	F	F	230	F	T	F	F
24	11	11	202	4	43	22	0	52671	0	6	11	20	F	F	F	F	330	F	F	F	F
36	0	0	0	0	34	29	3	52698	0	4	8	47	F	F	F	F	300	F	F	F	F
48	16	15	611	8	27	36	2	52830	0	2	7	45	F	F	F	F	680	F	F	F	F
48	0	0	0	0	35	39	0	53039	0	2	10	13	F	F	F	F	0	F	F	F	F
48	0	0	0	0	50	39	1	63767	0	6	0	7	F	F	F	F	100	F	F	F	T
24	0	0	0	0	46	20	1	63837	0	5	0	1	F	F	T	F	100	F	F	F	F
24	4	9	223	3	53	12	1	63962	0	5	7	47	F	F	F	F	220	F	T	F	F
48	2	13	65	2	37	37	0	80891	0	4	10	35	T	F	F	F	60	F	F	F	F
12	19	14	625	7	18	5	1	80898	0	1	11	1	F	T	T	F	670	T	F	F	F
24	0	0	0	0	37	21	0	70372	0	3	10	48	F	F	F	F	0	F	F	F	F
12	0	0	0	0	29	10	4	63138	0	3	10	15	F	F	F	T	400	F	F	F	F
24	16	13	401	5	54	21	3	70529	0	7	9	30	F	F	F	F	780	F	F	T	F
12	0	0	0	0	32	10	4	63270	0	2	0	28	F	F	T	F	400	F	F	T	T
12	2	8	94	1	38	6	1	63305	0	2	7	20	T	F	F	F	160	F	T	F	T
36	0	0	0	0	45	34	2	70747	0	2	8	9	F	F	F	F	200	F	F	F	F
36	0	0	0	0	39	28	0	70845	0	2	0	1	T	F	F	T	0	F	F	F	F
12	3	7	79	1	20	0	2	63439	0	6	0	50	T	F	F	F	290	F	F	F	F
48	17	17	402	9	49	37	2	63572	0	5	11	1	F	F	F	F	710	T	F	F	F
36	0	0	0	0	61	33	0	63690	0	2	0	10	F	F	F	F	0	F	F	F	F
36	3	11	9	1	43	23	1	70632	0	4	11	37	F	F	F	F	190	F	F	F	F
48	51	35	755	27	41	37	1	70734	0	3	10	20	F	F	T	F	1630	F	F	F	T
0	1	0	0	0	43	-2	1	70767	0	1	9	18	F	F	F	F	130	F	F	F	F
12	0	0	0	0	33	6	2	71054	0	1	10	35	F	F	F	F	200	F	F	T	F
36	2	9	94	1	46	30	0	70882	0	7	10	25	F	F	F	F	60	F	F	F	F
24	0	0	0	0	65	22	1	70900	0	6	11	6	F	F	F	F	100	F	F	F	F
36	0	0	0	0	17	26	0	70919	0	1	9	8	F	F	F	F	0	F	F	F	F
12	6	10	224	3	40	8	0	69306	0	2	10	12	F	T	F	F	180	F	F	F	F
36	3	9	298	2	61	34	0	69323	0	7	0	36	F	F	F	F	90	F	F	F	F
24	0	0	0	0	56	16	1	69340	0	3	0	13	F	T	F	F	100	F	F	F	F
0	0	0	0	0	30	-5	1	69356	0	2	10	3	F	F	F	F	100	F	F	F	F
0	1	0	0	0	21	-2	1	69470	0	3	0	37	F	F	F	F	130	F	T	F	F
36	0	0	0	0	36	35	2	71583	0	5	9	18	F	F	F	F	200	F	F	T	F
36	42	25	493	18	47	23	1	71116	0	5	10	8	F	F	F	F	1360	F	F	F	F
24	0	0	0	0	46	21	1	69604	0	3	7	51	F	F	F	F	100	F	F	F	F
36	0	0	0	0	36	34	0	71624	0	3	8	4	F	F	F	F	0	F	F	F	T
0	0	0	0	0	46	-6	0	71692	0	4	9	5	F	F	F	F	0	F	F	F	F
48	10	10	387	3	26	39	0	71301	0	6	8	13	T	F	F	F	300	F	F	F	F
36	1	10	124	1	61	27	1	71369	0	4	0	18	F	F	F	F	130	F	F	F	F
24	2	8	219	1	29	19	0	71387	0	1	11	18	F	T	T	F	60	F	F	T	F
24	0	0	0	0	38	13	3	71967	0	6	10	47	F	F	F	F	300	F	F	F	F
36	0	0	0	0	52	31	0	69975	0	6	11	15	F	F	F	F	0	F	F	F	F
36	2	13	13	2	38	27	0	70024	0	6	10	30	F	F	F	F	60	F	F	T	F
36	3	9	183	2	46	32	1	70155	0	3	9	18	F	F	F	F	190	F	F	F	F
0	2	0	0	0	25	-1	0	72042	0	4	10	18	T	F	T	F	60	F	F	F	F
36	0	0	0	0	41	28	0	72067	0	6	10	29	F	F	F	F	0	F	F	F	F
0	2	0	0	0	30	-3	0	71805	0	1	9	8	F	F	T	F	60	F	F	T	F
0	0	0	0	0	45	-4	0	71987	0	2	11	22	F	F	F	F	0	F	F	F	F
48	4	11	139	1	50	37	2	72052	0	6	9	50	T	F	F	F	320	F	F	F	F
12	2	8	299	1	31	7	1	72071	0	3	8	51	F	F	F	F	160	F	F	F	F
0	0	0	0	0	35	-6	0	53952	0	2	9	9	F	F	F	F	0	T	F	T	F
24	0	0	0	0	43	21	1	54134	0	3	9	48	F	T	F	F	100	F	F	F	F
12	3	9	108	2	43	9	3	54236	0	3	10	6	T	F	F	F	390	F	F	F	F
36	0	0	0	0	53	24	0	54252	0	6	9	32	F	F	F	T	0	F	F	T	F
48	0	0	0	0	48	35	0	54261	0	7	7	18	F	F	F	F	0	F	F	F	F
